nome_municipio,setor_cnae,nome_profissao,total_trabalhadores_nao_clt,salario_medio
Itapetininga,,Procurador Do Município,2,4196.06
Itapeva,,Auxiliar De Laboratório De Análises Clínicas,2,317.45
Araçatuba,,Técnico De Planejamento De Produção,2,3604.01
Itapetininga,,Trabalhador Da Manutenção De Edificações,2,1023.99
Itapetininga,,Técnico Florestal,2,1860.48
Itapeva,,Zelador De Edifício,2,2643.65
Araçatuba,,Operador De Negócios,2,1581.37
Araçoiaba da Serra,,Atendente De Farmácia - Balconista,2,1680.35
Araçatuba,,Fiscal De Loja,2,1773.94
Araçatuba,,Técnico De Vendas,2,2700.47
Ibiúna,,Auxiliar De Biblioteca,2,1815.69
Itapeva,,Fisioterapeuta Geral,2,2958.24
Itapeva,,Classificador De Toras,2,1652.84
Araçatuba,,Borracheiro,2,2722.31
Itapetininga,,Agente De Segurança,2,4886.11
Macatuba,,Engenheiro Civil,2,4360.88
Itapetininga,,Operador De Compactadora De Solos,2,1462.24
Araçatuba,,Cobrador Externo,2,1467.91
Ibiúna,,Motofretista,2,1943.28
Itapeva,,Frentista,2,1892.97
Itapeva,,Contador,2,3979.16
Itapeva,,Operador De Máquina Cortadora (Minas E Pedreiras),2,1716.72
Itapetininga,,Assessor De Imprensa,2,4529.39
Itapetininga,,Técnico Agrícola,2,1910.4
Itapeva,,Mestre (Construção Civil),2,2435.98
Araçariguama,,Professor De Nível Superior Do Ensino Fundamental (Primeira A Quarta Série),2,3148.44
Itupeva,,Analista De Planejamento De Manutenção,1,3454.32
Itu,,Operador De Centro De Controle (Ferrovia E Metrô),1,5353.52
Araçatuba,,Editor De Mídia Eletrônica,1,11807.39
Itapeva,,Desossador,1,2334.09
Itapeva,,Motorista De Ônibus Rodoviário,1,1755.05
Ibiúna,,Técnico Em Radiologia E Imagenologia,1,3181.37
Araçatuba,,Trabalhador Polivalente Do Curtimento De Couros E Peles,1,966.98
Itapeva,,Forneiro E Operador (Alto-Forno),1,3191.2
Itapetininga,,Motorista Operacional De Guincho,1,2777.42
Ibiúna,,Operador De Empilhadeira,1,2594.17
Itapetininga,,Lavador De Veículos,1,1673
Itapeva,,Diretor De Serviços Sociais,1,2372.66
Ibiúna,,Tratador De Animais,1,1392.56
Itapeva,,Desenhista Projetista De Construção Civil,1,2538.91
Itapetininga,,Analista De Logistica,1,2200
Itapeva,,Operador De Escavadeira,1,2697.14
Araçatuba,,Instalador-Reparador De Redes Telefônicas E De Comunicação De Dados,1,1475.62
Itapeva,,Cobrador Interno,1,1440.61
Itapetininga,,Trabalhador De Preparação De Pescados (Limpeza),1,1779.14
Itapeva,,Estoquista,1,1774.8
Araçatuba,,Gerente De Produção E Operações,1,36611.74
Araçatuba,,Auxiliar De Veterinário,1,1616.07
Araçatuba,,Agente De Vendas De Serviços,1,1008.32
Macatuba,,"Operador De Produção (Química, Petroquímica E Afins)",1,0
Araçatuba,,Administrador De Sistemas Operacionais,1,1183.35
Ibiúna,,Operador De Guindaste (Fixo),1,2048.32
Macatuba,,Contramestre De Acabamento (Indústria Têxtil),1,4866.66
Itapetininga,,Serralheiro,1,1856
Macatuba,,Operador De Colheitadeira,1,3461.04
Itapetininga,,Cirurgião Dentista - Odontopediatra,1,3066
Itapetininga,,"Trabalhador Na Olericultura (Talos, Folhas E Flores)",1,1341.54
Macatuba,,Encarregado De Manutenção Mecânica De Sistemas Operacionais,1,2745.26
Itapeva,,Ajudante De Motorista,1,1172.47
Araçoiaba da Serra,,Professor De Alunos Com Deficiência Visual,1,1682.16
Araçatuba,,Copeiro De Hospital,1,948.34
Araçatuba,,Trabalhador Da Pecuária (Bovinos Corte),1,1231.21
Araçatuba,,Afretador,1,2226.44
Araçatuba,,Armador De Estrutura De Concreto Armado,1,1497.83
Itapetininga,,Instrutor De Cursos Livres,1,2497.42
Ibiúna,,Psicólogo Hospitalar,1,2584.48
Araçatuba,,Demonstrador De Mercadorias,1,1956.26
Itapetininga,,Conferente De Carga E Descarga,1,2867.95
Araçatuba,,Profissional De Relações Institucionais E Governamentais,1,1851.2
Araçatuba,,Auxiliar De Pessoal,1,1856.57
Ibiúna,,Motorista De Ônibus Rodoviário,1,1255.5
Itapetininga,,Gerente De Logística (Armazenagem E Distribuição),1,2804.69
Ibiúna,,Ajudante De Motorista,1,1226.01
Itapeva,,Secretária(O) Executiva(O),1,2490.17
Araçoiaba da Serra,,Motorista De Carro De Passeio,1,1431.49
Itapetininga,,Auxiliar De Produção Farmacêutica,1,1283.9
Itapeva,,Gerente De Compras,1,4647.29
Ibiúna,,Promotor De Vendas,1,1560
Araçatuba,,Dirigente Do Serviço Público Federal,1,1645.22
Ibiúna,,Diretor De Serviços Sociais,1,2783.49
Macatuba,,Revisor De Tecidos Acabados,1,1416.86
Araçatuba,,Montador De Estruturas Metálicas,1,2547.37
Araçatuba,,"Salsicheiro (Fabricação De Lingüiça, Salsicha E Produtos Similares)",1,2003.72
Araçatuba,,Sinaleiro (Ponte-Rolante),1,1913.33
Ibiúna,,Gerente De Almoxarifado,1,3959.47
Itapetininga,,Gerente Comercial,1,739.47
Macatuba,,"Embalador, A Mão",1,765.13
Araçoiaba da Serra,,Psicopedagogo,1,2881.53
Ibiúna,,Técnico De Contabilidade,1,4976.56
Itapeva,,Magarefe,1,806.72
Itapeva,,"Diretor De Produção E Operações Da Indústria De Transformação, Extração Mineral E Utilidades",1,68004.09
Itapetininga,,Médico Pneumologista,1,12268.63
Itapetininga,,Auditor (Contadores E Afins),1,4369
Araçatuba,,Tecnólogo Em Construção Civil,1,3699.18
Araçatuba,,Comprador,1,3547.41
Itapeva,,Fiscal De Atividades Urbanas,1,4323.98
Boituva,,Biólogo,1,8468.08
Araçoiaba da Serra,,Engenheiro Agrônomo,1,3283.87
Itapetininga,,Escrevente,1,9414.9
Araçatuba,,Médico Infectologista,1,4028.68
Araçoiaba da Serra,,Biomédico,1,3538.7
Araçatuba,,Gerente De Restaurante,1,4091.22
Itapeva,,Supervisor De Vendas Comercial,1,12798.62
Araçatuba,,Pedagogo,1,4331.92
Araçatuba,,Enfermeiro Do Trabalho,1,3710.3
Araçatuba,,Ferramenteiro,1,5095.08
Araçoiaba da Serra,,Médico Psiquiatra,1,5676.13
Araçatuba,,Auxiliar De Estatística,1,6467.97
Boituva,,Médico Cirurgião Geral,1,6312.27
Araçatuba,,Operador De Quadro De Distribuição De Energia Elétrica,1,3015.14
Araçoiaba da Serra,,Servente De Obras,1,1539.9
Araçatuba,,Diretor Comercial,1,0
Itapeva,,Técnico Em Mecatrônica - Robótica,1,537.16
Ibiúna,,Contínuo,1,512.54
Boituva,,Médico Ortopedista E Traumatologista,1,5862.31
Itapeva,,Calceteiro,1,3280.94
Itapeva,,Promotor De Vendas,1,485.11
Itapeva,,Mestre (Indústria De Máquinas E Outros Equipamentos Mecânicos),1,5759.15
Americana,,Orientador Educacional,1,0
Americana,,Técnico De Imobilização Ortopédica,1,0
Americana,,Guardador De Veículos,1,0
Piedade,,Especialista Em Pesquisa Operacional,1,9854.35
Americana,,Empregado  Doméstico  Nos Serviços Gerais,1,0
Araçariguama,,Mestre (Construção Civil),1,4356.97
Piedade,,Almoxarife,1,567.2
Araçariguama,,Técnico De Manutenção Eletrônica,1,0
Americana,,Advogado (Direito Público),1,8576.82
Americana,,Professor De Nível Médio No Ensino Fundamental,1,4691.5
Americana,,Médico Oftalmologista,1,7330.74
Itapetininga,,Médico Em Cirurgia Vascular,1,6780.57
Boituva,,Funileiro De Veículos (Reparação),1,2809.08
Pindamonhangaba,,Abatedor,1,1374.72
Pindamonhangaba,,Instalador De Som E Acessórios De Veículos,1,1221.3
Piedade,,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",1,1524.72
Boituva,,Operador De Máquinas De Beneficiamento De Produtos Agrícolas,1,3204.72
Piedade,,Faxineiro,1,992.68
Itapetininga,,Médico Hematologista,1,6391.24
Piedade,,Vidraceiro,1,1407.92
Pindamonhangaba,,Ajudante De Motorista,1,1442.87
Pindamonhangaba,,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",1,1255
Boituva,,Jardineiro,1,2907.61
Araçariguama,,Médico Ginecologista E Obstetra,1,4919.16
Araçariguama,,Médico Otorrinolaringologista,1,5136.93
Araçariguama,,Fonoaudiólogo Em Linguagem,1,5069.91
Pindamonhangaba,,Secretária(O) Executiva(O),1,1215.1
Itapetininga,,Consultor Jurídico,1,8532.3
Ibiúna,,Gerente De Compras,1,9480.03
Pindamonhangaba,,Atendente Comercial (Agência Postal),1,1209.84
Pindamonhangaba,,Expedidor De Mercadorias,1,1067.18
Itapetininga,,Ajustador Mecânico,1,900
Americana,,Analista De Pesquisa De Mercado,1,3463.25
Americana,,Mestre (Indústria De Borracha E Plástico),1,5159.41
Araçariguama,,Contador,1,4363.8
Araçariguama,,Diretor Geral De Empresa E Organizações (Exceto De Interesse Público),1,3681.96
Piedade,,"Mecânico De Manutenção De Máquinas Cortadoras De Grama, Roçadeiras, Motosserras E Similares",1,2075.4
Boituva,,Motofretista,1,2092.59
Boituva,,"Encarregado De Manutenção De Instrumentos De Controle, Medição E Similares",1,2847.84
Araçariguama,,Técnico De Controle De Meio Ambiente,1,3714.68
Piedade,,Desenhista Projetista De Construção Civil,1,3054.16
Boituva,,Diretor Geral De Empresa E Organizações (Exceto De Interesse Público),1,2413.62
Ibiúna,,Auxiliar Geral De Conservação De Vias Permanentes (Exceto Trilhos),1,0
Piedade,,Supervisor De Controle Patrimonial,1,3128.79
Araçariguama,,Professor De Sociologia No Ensino Médio,1,4375.09
Piedade,,Técnico Em Segurança Do Trabalho,1,2439.15
Pindamonhangaba,,Supervisor De Vendas Comercial,1,3102.8
Itapetininga,,Médico Neurologista,1,0
Americana,,Eletrotécnico,1,2459.26
Pindamonhangaba,,Motofretista,1,2599.04
Pindamonhangaba,,"Supervisor De Manutenção Eletromecânica Industrial, Comercial E Predial",1,3044.63
Pindamonhangaba,,Mestre (Construção Civil),1,2995.65
Piedade,,Gerente De Turismo,1,5084.69
Piedade,,Diretor De Operações De Serviços De Transporte,1,6007.05
Itapetininga,,Médico Oftalmologista,1,7027.55
Piedade,,Médico Veterinário,1,6462.39
Piedade,,Arquiteto Urbanista,1,7098.05
Itapeva,,Técnico Em Patologia Clínica,1,0
Itapeva,,Professor De Língua Espanhola,1,0
Pindamonhangaba,,Armador De Estrutura De Concreto,1,0
Americana,,Operador De Usinagem Convencional Por Abrasão,1,2394.83
Pindamonhangaba,,Cartazeiro,1,1837.97
Americana,,Advogado,1,2793.13
Charqueada,,Repositor De Mercadorias,1,453
Araçariguama,,Diretor De Operações De Serviços De Transporte,1,2596.27
Americana,,Técnico De Ortopedia,1,2925.7
Americana,,Técnico Têxtil,1,2332.72
Boituva,,Armador De Estrutura De Concreto,1,2046.61
Cerquilho,,Operador De Torno Com Comando Numérico,1,9872.84
Cerquilho,,Químico,1,13689.6
Americana,,Motorista Operacional De Guincho,1,2732.3
Americana,,Redator De Publicidade,1,2366.66
Cabreúva,,Diretor Geral De Empresa E Organizações (Exceto De Interesse Público),1,140310.2
Americana,,Gerente De Logística (Armazenagem E Distribuição),1,2916.66
Americana,,Instalador De Tubulações (Aeronaves),1,2962.97
Araçariguama,,Motofretista,1,2388.62
Americana,,Gerente De Operações De Serviços De Assistência Técnica,1,2258.06
Boituva,,Agente De Recrutamento E Seleção,1,1400
Cabreúva,,Diretor Financeiro,1,59960.62
Cerquilho,,Agente De Vendas De Serviços,1,1609
Cerquilho,,"Costureiro, A  Máquina  Na Confecção Em Série",1,1184.25
Cerquilho,,Auxiliar De Corte (Preparação Da Confecção De Roupas),1,1193.78
Boituva,,Vidraceiro,1,1269.97
Boituva,,Expedidor De Mercadorias,1,1529.44
Americana,,Operador De Máquina De Dobrar Chapas,1,2388.97
Cabreúva,,Carregador (Armazém),1,782.98
Cabreúva,,Cartazeiro,1,1231.89
Cabreúva,,Operador De Cortadeira De Papel,1,1646.45
Cabreúva,,"Operador De Máquina De Fabricação De Produtos De Higiene E Limpeza (Sabão, Sabonete, Detergente, Absorvente, Fraldas Cotonetes E Outros)",1,1536
Cabreúva,,Supervisor De Logística,1,1173.33
Cerquilho,,Administrador,1,1170
Americana,,Operador De Máquina De Lavar Fios E Tecidos,1,2796.81
Boituva,,Gerente De Pesquisa E Desenvolvimento (P&D),1,11925.92
Charqueada,,Trabalhador Em Criatórios De Animais Produtores De Veneno,1,1696.93
Americana,,Contramestre De Fiação (Indústria Têxtil),1,2803.16
Cerquilho,,Operador De Jato Abrasivo,1,1630.66
Boituva,,Técnico Em Mecatrônica - Robótica,1,550
Araçariguama,,Eletricista De Instalações (Edifícios),1,1753.44
Cabreúva,,Frentista,1,1375.7
Cabreúva,,Técnico Em Segurança Do Trabalho,1,2925
Araçariguama,,Sepultador,1,1922.43
Araçariguama,,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",1,2156.52
Cabreúva,,Gerente De Loja E Supermercado,1,9292.89
Cabreúva,,Supervisor De Manutenção Eletromecânica,1,4327.59
Americana,,Sushiman,1,1100.81
Americana,,Limpador De Piscinas,1,1800
Americana,,Impressor De Corte E Vinco,1,1359.25
Americana,,Preparador De Sucata E Aparas,1,1622.51
Cerquilho,,Borracheiro,1,3213.43
Cabreúva,,Técnico Em Manutenção De Equipamentos De Informática,1,2635.75
Cabreúva,,Analista De Logistica,1,2400
Americana,,Lavador De Veículos,1,1820.08
Dourado,,Chefe De Serviço De Transporte Rodoviário (Passageiros E Cargas),1,2356.39
Cabreúva,,Caldeireiro (Chapas De Ferro E Aço),1,1773.13
Cabreúva,,Operador Polivalente Da Indústria Têxtil,1,1552.17
Americana,,Pintor A Pincel E Rolo (Exceto Obras E Estruturas Metálicas),1,2036.94
Cerquilho,,Topógrafo,1,3042.03
Araçariguama,,Eletricista De Manutenção Eletroeletrônica,1,1807.08
Americana,,Desenhista Projetista Eletrônico,1,1678.03
Charqueada,,Recreador,1,3227.46
Dourado,,Encarregado De Manutenção Mecânica De Sistemas Operacionais,1,2576.48
Charqueada,,Dirigente Do Serviço Público Municipal,1,2554.53
Charqueada,,Fisioterapeuta Geral,1,2939.93
Charqueada,,Técnico Em Segurança Do Trabalho,1,2615.41
Cerquilho,,Coordenador Pedagógico,1,2975.3
Charqueada,,Gerente De Almoxarifado,1,4312.41
Cabreúva,,Técnico Eletricista,1,4515.67
Cabreúva,,Técnico De Manutenção Eletrônica (Circuitos De Máquinas Com Comando Numérico),1,9660.68
Boituva,,Técnico De Enfermagem,1,764.75
Cerquilho,,Engenheiro Civil (Saneamento),1,4435.46
Cabreúva,,Diretor Administrativo,1,11489.57
Araçariguama,,Operador De Empilhadeira,1,1628.35
Dourado,,Supervisor De Ensino,1,5211.96
Charqueada,,Pesquisador Em Ciências Agronômicas,1,10245.6
Cerquilho,,Analista De Desenvolvimento De Sistemas,1,9963.49
Cerquilho,,Diretor De Relações De Trabalho,1,9069.58
Americana,,Trabalhador De Tratamento Do Leite E Fabricação De Laticínios E Afins,1,1765.91
Araçariguama,,Gerente De Compras,1,1473.38
Araçariguama,,Auxiliar De Laboratório De Análises Clínicas,1,1112.64
Americana,,"Operador De Máquina De Usinagem Madeira, Em Geral",1,1137.59
Boituva,,Montador De Estruturas Metálicas,1,834.45
Itapeva,,Gerente De Recursos Humanos,1,5172.97
Ibiúna,,Procurador Do Município,1,9583.66
Itupeva,,Agenciador De Propaganda,1,550
Araçariguama,,Expedidor De Mercadorias,1,1190.56
Araçariguama,,Zelador De Edifício,1,1621.37
Itapeva,,Gerente De Loja E Supermercado,1,10133.31
Itapetininga,,Arquiteto De Edificações,1,4743.79
Boituva,,Comerciante Varejista,1,733.65
Americana,,Operador De Binadeira,1,989.71
Itu,,Advogado,1,13497.14
Boituva,,Supervisor De Crédito E Cobrança,1,1455.9
Araçariguama,,"Operador De Máquinas Fixas, Em Geral",1,1292.28
Americana,,Condutor De Ambulância,1,3896.2
Americana,,Auxiliar De Seguros,1,1244.92
Ibiúna,,Auditor (Contadores E Afins),1,4685.25
Americana,,Médico Anestesiologista,1,16349.57
Ibiúna,,Técnico Agrícola,1,5489.39
Itapeva,,Desenvolvedor De Sistemas De Tecnologia Da Informação (Técnico),1,4317.46
Boituva,,Auxiliar De Contabilidade,1,1364.16
Ibiúna,,Maître,1,4372.03
Ibiúna,,Engenheiro Agrícola,1,4307.58
Porto Feliz,,Diretor Administrativo,1,8608.23
Itapeva,,Secretário - Executivo,1,4285
Porto Feliz,,Gerente De Loja E Supermercado,1,9243.24
Porto Feliz,,Técnico Mecânico (Máquinas),1,7430.88
Porto Feliz,,Professor De Alunos Com Deficiência Física,1,4670.67
Porto Feliz,,Diretor De Serviços De Saúde,1,7102.07
Itapetininga,,Médico Urologista,1,3665.4
Porto Feliz,,Supervisor De Transportes,1,5849.86
Boituva,,Desenhista Projetista De Arquitetura,1,1426.34
Itupeva,,Operador De Serras No Desdobramento De Madeira,1,1059.18
Itu,,Técnico Em Manutenção De Equipamentos De Informática,1,798.68
Porto Feliz,,"Operador De Pavimentadora (Asfalto, Concreto E Materiais Similares)",1,6022.74
Itupeva,,Contínuo,1,488.73
Boituva,,Montador De Equipamentos Elétricos,1,1443.55
Itapeva,,Mestre De Usinagem,1,3745.24
Itu,,Auxiliar De Cartório,1,775
Porto Feliz,,Assessor De Imprensa,1,4607.19
Porto Feliz,,Marceneiro,1,5051.93
Itu,,Técnico De Laboratório Industrial,1,585.86
Itupeva,,Polidor De Metais,1,683.33
Porto Feliz,,Condutor De Ambulância,1,7817.18
Itapeva,,Técnico De Mineração,1,4540.51
Itu,,Operador De Máquina De Lavar Fios E Tecidos,1,1544.16
Itu,,Operador Polivalente Da Indústria Têxtil,1,1253.53
Porto Feliz,,Advogado (Direito Público),1,4263.57
Itapeva,,Zootecnista,1,2751.73
Itapeva,,Analista De Planejamento E Orçamento - Apo,1,3097.26
Porto Feliz,,Técnico Em Turismo,1,1765.91
Itu,,Conferente De Carga E Descarga,1,1040
Porto Feliz,,Lavador De Veículos,1,2744.08
Itu,,Preparador De Sucata E Aparas,1,1484.94
Porto Feliz,,Técnico Agrícola,1,3044.59
Porto Feliz,,Soldador,1,3219.27
Boituva,,Impressor De Ofsete (Plano E Rotativo),1,1905.95
Itapetininga,,Diretor De Tecnologia Da Informação,1,2817
Ibiúna,,Diretor De Operações De Obras Pública E Civil,1,3242.15
Itapeva,,Operador De Compactadora De Solos,1,2242.17
Porto Feliz,,Atendente De Lanchonete,1,1509.97
Porto Feliz,,Atendente De Lavanderia,1,1663.57
Itu,,Organizador De Evento,1,1250
Itapeva,,Diretor Administrativo,1,2491.64
Itupeva,,Operador De Telemarketing Técnico,1,1151.71
Itupeva,,Mantenedor De Sistemas Eletroeletrônicos De Segurança,1,1627.11
Porto Feliz,,Lubrificador De Veículos Automotores (Exceto Embarcações),1,1743.22
Porto Feliz,,Padeiro,1,1402.57
Porto Feliz,,Técnico De Suporte Ao Usuário De Tecnologia Da Informação,1,1065.11
Itu,,Supervisor De Recepcionistas,1,1200.01
Porto Feliz,,Gerente De Produção E Operações  Florestais,1,16474.59
Itupeva,,Promotor De Vendas,1,1948.87
Itupeva,,"Mecânico De Manutenção De Máquinas Cortadoras De Grama, Roçadeiras, Motosserras E Similares",1,1381.75
Porto Feliz,,Diretor Administrativo E Financeiro,1,12487.87
Itupeva,,Ajustador Ferramenteiro,1,0
Itu,,Mecânico De Manutenção De Motocicletas,1,1416.04
Itupeva,,Operador De Usinagem Convencional Por Abrasão,1,0
Itupeva,,Motofretista,1,1546.67
Itapetininga,,Desenhista Técnico,1,2870.3
Itapetininga,,Engenheiro Agrônomo,1,2817
Itupeva,,Operador De Máquina Misturadeira (Tratamentos Químicos E Afins),1,1821.24
Itupeva,,Operador De Máquina Extrusora De Varetas E Tubos De Vidro,1,2100
Itu,,Colchoeiro (Confecção De Colchões),1,1826.05
Itu,,Analista De Pesquisa De Mercado,1,1515.96
Boituva,,Bibliotecário,1,4871.73
Itupeva,,Analista De Redes E De Comunicação De Dados,1,0
Itupeva,,Analista De Planejamento E Orçamento - Apo,1,0
Itu,,Confeccionador De Pneumáticos,1,0
Itupeva,,Auxiliar De Laboratório De Análises Clínicas,1,1391.27
Itupeva,,Desenhista Projetista De Construção Civil,1,1910
Boituva,,Trabalhador Da Pecuária (Bovinos Corte),1,0
Itupeva,,Analista De Planejamento De Materias,1,2318.09
Itu,,Oleiro (Fabricação De Tijolos),1,2411.37
Itupeva,,Médico Alergista E Imunologista,1,9759.34
Itu,,Operador De Compactadora De Solos,1,2449.81
Itupeva,,Médico Neurologista,1,7777.1
Itupeva,,Gerente De Operações De Transportes,1,2758.16
Itu,,Gerente De Projetos E Serviços De Manutenção,1,2628.9
Itupeva,,Consultor Jurídico,1,8749.73
Ibiúna,,Soldador,1,2252.27
Itapetininga,,Operador De Caldeira,1,1873.94
Itapetininga,,Operador De Máquinas De Construção Civil E Mineração,1,2226.8
Itupeva,,Médico Pneumologista,1,8677.82
Itu,,Encarregado De Manutenção Mecânica De Sistemas Operacionais,1,6837.6
Itu,,Pesquisador De Engenharia E Tecnologia (Outras Áreas Da Engenharia),1,7656.72
Itupeva,,Engenheiro Agrícola,1,7730.83
Itapeva,,Operador De Acabamento De Peças Fundidas,1,2446.62
Itapeva,,Pintor A Pincel E Rolo (Exceto Obras E Estruturas Metálicas),1,1954.7
Boituva,,Médico Cardiologista,1,1622.91
Itu,,Técnico Agropecuário,1,5170.96
Itapeva,,Agente De Defesa Ambiental,1,2146.4
Itu,,Técnico De Imobilização Ortopédica,1,2364.44
Itupeva,,Técnico Em Nutrição E Dietética,1,7748.78
Itupeva,,Mestre (Indústria De Máquinas E Outros Equipamentos Mecânicos),1,2593.5
Macatuba,,Procurador Do Município,1,23173.02
Itupeva,,Supervisor De Montagem E Instalação Eletroeletrônica,1,5408.41
Itu,,Operador De Carregadeira,1,2390.02
Itu,,Pesquisador Em Biologia Ambiental,1,4662.32
Itu,,Diretor De Manutenção,1,7418.41
Itupeva,,Funileiro De Veículos (Reparação),1,3222.88
Itu,,Médico Hematologista,1,3583.97
Macatuba,,Costureiro Na Confecção Em Série,1,752.35
Macatuba,,Motorista Operacional De Guincho,1,2906.34
Ibiúna,,Coordenador De Operações De Combate À Poluição No Meio Aquaviário,1,2006.36
Itu,,"Supervisor De Manutenção De Bombas, Motores, Compressores E Equipamentos De Transmissão",1,5208.84
Itu,,Pesquisador De Engenharia Química,1,5070.79
Itu,,Ajustador Ferramenteiro,1,5061.55
Itu,,Diretor De Arte,1,3638.65
Macatuba,,Carpinteiro,1,2002.1
Itupeva,,Técnico De Controle De Meio Ambiente,1,4559.91
Itu,,Supervisor De Manutenção Eletromecânica (Utilidades),1,6000
Macatuba,,Serralheiro,1,4399.83
Itupeva,,Auxiliar De Biblioteca,1,7417.55
Itupeva,,Arquivista De Documentos,1,4957.1
Itu,,Diretor Administrativo,1,7338.21
Itu,,Médico Pneumologista,1,3961.84
Itupeva,,Biólogo,1,6526.24
Itapeva,,Técnico Em Borracha,1,1669.54
Itapeva,,Ajustador Mecânico,1,1700.18
Itupeva,,Médico Otorrinolaringologista,1,7886.93
Itu,,Médico Homeopata,1,6150.4
Itapeva,,Padeiro,1,2053.76
Itupeva,,Administrador De Redes,1,1586.89
Itupeva,,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",1,0
Itupeva,,Desenhista Industrial Gráfico (Designer Gráfico),1,0
Itu,,Médico Nefrologista,1,3967.71
Porto Feliz,,Engenheiro Mecânico,1,13101.86
Porto Feliz,,"Mestre (Indústria De Celulose, Papel E Papelão)",1,19303.38
Itupeva,,Professor De Biblioteconomia Do Ensino Superior,1,5118.81
Itu,,Engenheiro Ambiental,1,4685.85
Itu,,Psicólogo Do Trabalho,1,3885.32
Itu,,Supervisor De Compras,1,5353.52
Porto Feliz,,Arquivista De Documentos,1,988.05
Macatuba,,Supervisor Administrativo,1,4926.49
Itu,,Procurador Autárquico,1,3207.39
Porto Feliz,,Ajudante De Motorista,1,1450.3
Itapetininga,,Operador De Telemarketing Receptivo,1,1590.44
Ibiúna,,Empregado  Doméstico  Nos Serviços Gerais,1,1600
Itu,,Médico Reumatologista,1,3692.46
Itu,,Forneiro De Fundição (Forno De Redução),1,3481.46
Macatuba,,Médico Oftalmologista,1,5568.41
Itu,,Vendedor Pracista,1,2310.55
Itu,,Engenheiro Eletricista,1,3853.71
Porto Feliz,,Vidraceiro,1,1847.35
Araçatuba,,Supervisor De Orçamento,1,12335.12
Itu,,Operador De Caldeira,1,2654.96
Araçatuba,,Empregado Doméstico Diarista,1,612
Itu,,Psicopedagogo,1,3143.74
Araçatuba,,Gerente De Marketing,1,645.87
Itupeva,,Carpinteiro,1,3123.37
Porto Feliz,,Técnico Mecânico,1,2427.19
Porto Feliz,,Operador De Máquinas Operatrizes,1,2265.19
Porto Feliz,,Forneiro E Operador (Alto-Forno),1,2358.31
Araçatuba,,Produtor De Flores Em Vaso,1,1418.79
Itupeva,,Economista Do Setor Público,1,2936.02
Araçoiaba da Serra,,"Produtor Agropecuário, Em Geral",1,860
Porto Feliz,,Auxiliar De Biblioteca,1,2939.02
Itu,,"Eletricista De Instalações (Veículos Automotores E Máquinas Operatrizes, Exceto Aeronaves E Embarcações)",1,2957.36
Araçatuba,,Pintor De Estruturas Metálicas,1,1840.29
Porto Feliz,,Ouvidor,1,3299.08
Araçatuba,,Montador De Instrumentos De Óptica,1,1461.01
Itapetininga,,Porteiro De Edifícios,1,1450.7
Itapeva,,Assistente De Vendas,1,1484.07
Ibiúna,,Assistente De Vendas,1,1488.28
Itupeva,,Vidraceiro (Vitrais),1,1749.71
Araçoiaba da Serra,,Monitor De Transporte Escolar,1,1216.75
Itupeva,,Técnico De Matéria-Prima E Material,1,2650.22
Porto Feliz,,Engenheiro De Segurança Do Trabalho,1,3440.08
Porto Feliz,,Técnico Em Sonorização,1,4178.44
Porto Feliz,,Técnico Em Administração,1,4109.31
Porto Feliz,,Eletricista De Manutenção Eletroeletrônica,1,3809.08
Itu,,Trabalhador De Serviços De Limpeza E Conservação De Áreas Públicas,1,1965.74
Porto Feliz,,Técnico De Controle De Meio Ambiente,1,5145.78
Porto Feliz,,Gerente De Pesquisa E Desenvolvimento (P&D),1,4894.83
Porto Feliz,,Supervisor De Controle Patrimonial,1,5125.88
Porto Feliz,,"Supervisor De Operação De Fluidos (Distribuição, Captação, Tratamento De Água, Gases, Vapor)",1,4834.09
Araçatuba,,Técnico Em Secretariado,1,954.88
Itapetininga,,Chapeador,1,879.89
Itapetininga,,Confeiteiro,1,1523
Araçoiaba da Serra,,Farmacêutico Hospitalar E Clínico,1,1400
Porto Feliz,,Diretor Geral De Empresa E Organizações (Exceto De Interesse Público),1,9116.12
Porto Feliz,,"Supervisor De Manutenção Eletromecânica Industrial, Comercial E Predial",1,6328.95
Porto Feliz,,Recepcionista De Hotel,1,0
Itu,,Técnico De Transmissão (Telecomunicações),1,1059.93
Araçoiaba da Serra,,Auxiliar Em Saúde Bucal,1,1460.56
Itu,,Avaliador De Bens Móveis,1,1691.49
Itupeva,,Desenvolvedor De Sistemas De Tecnologia Da Informação (Técnico),1,1682.72
Itu,,Operador De Acabamento (Indústria Gráfica),1,1175.56
Itupeva,,Operador De Inspeção De Qualidade,1,1105.28
Itupeva,,Supervisor De Recepcionistas,1,1476.16
Araçatuba,,Trabalhador De Pecuária Polivalente,1,2100
Araçatuba,,Conferente Mercadoria (Exceto Carga E Descarga),1,1888.11
Itu,,Copeiro,1,1260.01
Araçoiaba da Serra,,Assistente De Vendas,1,1538.02
Itupeva,,Costureira De Peças Sob Encomenda,1,1510
Americana,,Administrador De Redes,1,15477.2
