nome_municipio,nome_profissao,total_trabalhadores,salario_medio
Itupeva,Técnico De Obras Civis,10,2519.85
Americana,Operador De Máquina Copiadora (Exceto Operador De Gráfica Rápida),10,1703.13
Boituva,Condutor De Processos Robotizados De Soldagem,10,3150.91
Cerquilho,Psicólogo Clínico,10,3718.96
Itu,Supervisor De Produção Da Indústria Alimentícia,10,5394.01
Itapeva,Trabalhador Da Pecuária (Bovinos Corte),10,1876.71
Itapetininga,Analista De Pesquisa De Mercado,10,3983.54
Araçoiaba da Serra,Operador De Escavadeira,10,2364.65
Araçatuba,Engenheiro Eletricista,10,5593.82
Charqueada,Mecânico De Manutenção De Tratores,10,2663.2
Itu,Professor Prático No Ensino Profissionalizante,10,1830.75
Pindamonhangaba,Mestre De Alto-Forno,10,8756.01
Boituva,Engenheiro De Produção,10,10371.11
Cerquilho,Técnico De Obras Civis,10,3358.71
Cerquilho,Supervisor De Montagem E Instalação Eletroeletrônica,10,7434.84
Itupeva,Engenheiro Mecânico Industrial,10,8118.34
Araçariguama,Trabalhador Da Fabricação De Resinas E Vernizes,10,2809.34
Porto Feliz,Auxiliar Geral De Conservação De Vias Permanentes (Exceto Trilhos),10,1525.34
Charqueada,Mestre De Produção Química,10,3041.04
Charqueada,Mecânico De Manutenção De Máquinas Operatrizes (Lavra De Madeira),10,4553.91
Araçatuba,Engenheiro De Produção,10,7191.47
Araçariguama,Professores De Cursos Livres,10,3876.84
Macatuba,Auxiliar Nos Serviços De Alimentação,10,1396.59
Araçariguama,,10,2612.92
Araçariguama,Técnico De Aciaria Em Siderurgia,10,10853.58
Americana,Desenhista Projetista De Máquinas,10,7309.33
Araçatuba,Operador De Torno Com Comando Numérico,10,2642.26
Porto Feliz,Trefilador De Borracha,10,2787.09
Araçoiaba da Serra,Técnico De Manutenção Elétrica,10,4310.49
Americana,Desenhista Técnico (Mobiliário),10,1889.51
Americana,Laminador De Plástico,10,1500.45
Cerquilho,Diretor De Instituição Educacional Pública,10,4686.16
Americana,Auxiliar De Veterinário,10,1541.47
Americana,Prensista De Compensados,10,827.9
Cerquilho,Desenhista Industrial Gráfico (Designer Gráfico),10,1772.12
Boituva,Impressor De Ofsete (Plano E Rotativo),10,2465.66
Pindamonhangaba,Diretor Geral De Empresa E Organizações (Exceto De Interesse Público),10,11509.37
Araçariguama,Analista Financeiro (Instituições Financeiras),10,4235.53
Americana,Supervisor Da Manutenção E Reparação De Veículos Leves,10,3930.85
Boituva,Desenhista Projetista De Construção Civil,10,3377.88
Piedade,"Operador De Máquinas Fixas, Em Geral",10,2556.31
Itapetininga,Sacristão,10,1326.55
Araçoiaba da Serra,Supervisor De Almoxarifado,10,3893.57
Charqueada,Professor De Língua Portuguesa Do Ensino Fundamental,10,1998.59
Itupeva,Comerciante Varejista,10,3809.63
Pindamonhangaba,Ajudante De Confecção,10,1369.31
Piedade,Auxiliar De Desenvolvimento Infantil,10,2319.49
Itapetininga,Cobrador Interno,10,1817.72
Itupeva,Supervisor De Vigilantes,10,3631.91
Boituva,"Pintor, A  Pistola (Exceto Obras E Estruturas Metálicas)",10,2137.82
Americana,Analista De Transporte Em Comércio Exterior,10,4447.45
Araçatuba,Educador Social,10,2542.76
Itapeva,Carpinteiro (Esquadrias),10,1374.65
Ibiúna,"Eletricista De Manutenção De Linhas Elétricas, Telefônicas E De Comunicação De Dados",10,5027.44
Piedade,Contínuo,10,1685.03
Itupeva,"Supervisor De Operação Elétrica (Geração, Transmissão E Distribuição De Energia Elétrica)",10,2060.48
Araçariguama,Professor De Língua Estrangeira Moderna Do Ensino Fundamental,10,4368.83
Pindamonhangaba,Cronoanalista,10,5829.64
Ibiúna,Psicólogo Hospitalar,10,3739.28
Boituva,Gerente De Pesquisa E Desenvolvimento (P&D),10,9645.38
Pindamonhangaba,Supervisor De Produção Da Indústria Alimentícia,10,2629.32
Araçatuba,Técnico Em Hemoterapia,10,2403.77
Boituva,Supervisor De Logística,10,6406.6
Piedade,Operador De Serras (Usinagem De Madeira),10,1286.02
Americana,Operador De Câmaras Frias,10,1892.43
Itapeva,Marceneiro,10,1413.12
Cerquilho,Técnico De Apoio Em Pesquisa E Desenvolvimento (Exceto Agropecuário E Florestal),10,2598.75
Pindamonhangaba,Montador De Andaimes (Edificações),10,2342.58
Itapeva,Carregador (Armazém),10,1877.43
Itupeva,Auditor (Contadores E Afins),10,6480.3
Cabreúva,Técnico Em Atendimento E Vendas,10,3509.04
Itapetininga,Instalador De Sistemas Eletroeletrônicos De Segurança,10,1430.48
Ibiúna,Operador De Máquinas De Beneficiamento De Produtos Agrícolas,10,1942.05
Boituva,Piloto De Aeronaves,10,3169.75
Dourado,Açougueiro,10,2520.37
Itu,Moldador De Plástico Por Compressão,10,2436.18
Americana,Operador De Processo De Tratamento De Imagem,10,1527.67
Cerquilho,Técnico De Manutenção Elétrica,10,3646.64
Cabreúva,Montador De Móveis E Artefatos De Madeira,10,2364.21
Cerquilho,Encanador,10,3480.3
Itu,Operador De Serras (Usinagem De Madeira),10,1465.7
Pindamonhangaba,Diretor Administrativo,10,15882.95
Itapetininga,Técnico De Enfermagem Do Trabalho,10,2536.49
Itapetininga,"Eletrotécnico Na Fabricação, Montagem E Instalação De Máquinas E Equipamentos",10,7323.65
Itu,Técnico De Comunicação De Dados,10,1946.25
Itu,Técnico Mecânico Na Fabricação De Ferramentas,10,6703.2
Boituva,Preparador De Tintas,10,2366.23
Itapeva,Técnico Em Secretariado,10,2056.37
Itu,Engenheiro Mecânico Automotivo,10,7067.17
Ibiúna,Gerente De Produção E Operações  Aqüícolas,10,3135.06
Americana,Guincheiro (Construção Civil),10,1993.64
Itapeva,Afiador De Serras,10,1725.84
Araçoiaba da Serra,Monitor De Transporte Escolar,10,1216.75
Itu,Calceteiro,10,2012.81
Itapeva,Operador De Filtro-Esteira (Mineração),10,2192.55
Ibiúna,Técnico De Planejamento De Produção,10,5146.47
Pindamonhangaba,Professor De História No Ensino Médio,10,1658.13
Itapetininga,Supervisor De Logística,10,3413.27
Itapetininga,Escriturário  Em  Estatística,10,2165.87
Itapetininga,Médico Ginecologista E Obstetra,10,8442.94
Boituva,Auxiliar De Laboratório De Análises Físico-Químicas,10,2386.6
Cerquilho,Analista De Suporte Computacional,10,5578.32
Itapeva,Gerente De Projetos E Serviços De Manutenção,10,6870.72
Boituva,Auxiliar De Lavanderia,10,1623.37
Pindamonhangaba,Operador De Pórtico Rolante,10,4159.31
Itapetininga,Caseiro (Agricultura),10,1426.51
Itapeva,Supervisor De Almoxarifado,10,3109.84
Boituva,Profissional De Educação Física Na Saúde,10,1754.28
Itu,Técnico De Matéria-Prima E Material,10,5898.81
Itapetininga,Monitor De Sistemas Eletrônicos De Segurança Externo,10,1808.83
Itapeva,Operador De Aparelho De Flotação,10,2279.65
Itapeva,Operador De Acabamento De Peças Fundidas,10,2166.22
Itapeva,Cozinhador (Conservação De Alimentos),10,1621.66
Americana,Montador De Máquinas-Ferramentas (Usinagem De Metais),10,1874.4
Itapetininga,Encarregado De Acabamento De Chapas E Metais  (Têmpera),10,2040.79
Boituva,Comerciante Varejista,10,3167.86
Itu,"Eletricista De Manutenção De Linhas Elétricas, Telefônicas E De Comunicação De Dados",10,3959.95
Araçariguama,Ferramenteiro,10,4085.37
Itu,Operador De Carregadeira,10,2550.97
Itapeva,Técnico De Contabilidade,10,2938.1
Itapeva,Agente De Trânsito,10,1544.09
Boituva,Operador De Acabamento (Indústria Gráfica),10,1629.25
Ibiúna,Técnico Em Manutenção De Máquinas,10,4668.29
Itupeva,Ajustador Ferramenteiro,10,2338.98
Itu,Oficial De Justiça,10,3645.65
Itapetininga,Armador De Estrutura De Concreto,10,1827.77
Americana,Desenhista Técnico (Artes Gráficas),10,1863.35
Charqueada,Fiscal De Loja,10,1983.97
Charqueada,Gerente Administrativo,10,2988.32
Araçariguama,Emendador De Cabos Elétricos E Telefônicos (Aéreos E Subterrâneos),9,3421.8
Araçariguama,Assistente De Laboratório Industrial,9,1918.18
Macatuba,Técnico Em Instrumentação,9,5719.18
Americana,Mecânico De Manutenção De Máquinas De Construção E Terraplenagem,9,2700.98
Itu,Desenhista Industrial De Produto (Designer De Produto),9,4448.05
Itupeva,Instalador-Reparador De Redes Telefônicas E De Comunicação De Dados,9,2443.73
Ibiúna,Soldador,9,2599.42
Itupeva,"Mecânico De Manutenção De Máquinas Cortadoras De Grama, Roçadeiras, Motosserras E Similares",9,3430.13
Itapetininga,Técnico De Obras Civis,9,4419.08
Itu,Mecânico Montador De Motores De Explosão E Diesel,9,3574.5
Itapeva,Secretário  Bilíngüe,9,3501.03
Itapetininga,Gerente De Hotel,9,2861.21
Macatuba,Conferente De Carga E Descarga,9,2071.49
Itapetininga,Pedagogo,9,2628.17
Pindamonhangaba,Desossador,9,1721.46
Cerquilho,Motorista De Ônibus Urbano,9,2925.28
Boituva,Cobrador Interno,9,2673.17
Itapeva,Operador De Telemarketing Ativo,9,1351.64
Piedade,Caldeireiro (Chapas De Ferro E Aço),9,1683
Americana,Cortador De Tapeçaria,9,1776.05
Itapeva,Caldeireiro (Chapas De Ferro E Aço),9,2032.85
Itapetininga,"Operador De Máquina De Fabricação De Produtos De Higiene E Limpeza (Sabão, Sabonete, Detergente, Absorvente, Fraldas Cotonetes E Outros)",9,1198.91
Boituva,Operador De Transporte Multimodal,9,2806.42
Itu,Avaliador Físico,9,1478.82
Itupeva,Montador De Fotolito (Analógico E Digital),9,2995.23
Cerquilho,Analista De Desenvolvimento De Sistemas,9,6679.29
Itu,Masseiro (Massas Alimentícias),9,2116.24
Cerquilho,Tecnólogo Em Logística De Transporte,9,2988.26
Pindamonhangaba,Lubrificador De Veículos Automotores (Exceto Embarcações),9,1643.07
Americana,Mestre De Pintura (Tratamento De Superfícies),9,4327.43
Araçatuba,Engenheiro De Segurança Do Trabalho,9,7057.59
Itu,Auxiliar De Corte (Preparação Da Confecção De Roupas),9,1584.64
Pindamonhangaba,Jornalista,9,2504.23
Itupeva,Administrador De Redes,9,3164.35
Ibiúna,Leiturista,9,3453.91
Cerquilho,Supervisor De Almoxarifado,9,4568.06
Itapeva,Gesseiro,9,1712.95
Itupeva,Telefonista,9,4791.79
Americana,Acabador De Embalagens (Flexíveis E Cartotécnicas),9,1785.93
Itu,Cortador De Roupas,9,2041.71
Itupeva,Supervisor Da Indústria De Minerais Não Metálicos (Exceto Os Derivados De Petróleo E Carvão),9,8305.02
Itapeva,Gerente De Restaurante,9,1981.31
Itupeva,Trabalhador Na Apicultura,9,1650.41
Itapetininga,Professor De Língua Portuguesa Do Ensino Fundamental,9,2665.76
Charqueada,"Embalador, A Mão",9,1018.94
Itapetininga,Masseiro (Massas Alimentícias),9,1712.94
Boituva,"Operador De Tesoura Mecânica E Máquina De Corte, No Acabamento De Chapas E Metais",9,2369.87
Americana,Operador De Vazamento,9,4843.23
Boituva,Supervisor De Manutenção Eletromecânica,9,7249.89
Americana,Gerente De Clientes Especiais (Private),9,8944.64
Araçariguama,Operador De Guilhotina (Corte De Papel),9,3930.36
Itu,Supervisor Da Indústria De Bebidas,9,6784.61
Cabreúva,Engenheiro De Controle De Qualidade,9,8323.95
Itupeva,Técnico De Desporto Individual E Coletivo (Exceto Futebol),9,8749.2
Pindamonhangaba,Supervisor De Crédito E Cobrança,9,3327.93
Americana,Médico Cirurgião Geral,9,15375.12
Cerquilho,Técnico Em Patologia Clínica,9,2940.75
Boituva,Recreador,9,1374.02
Americana,Impressor De Corte E Vinco,9,2131
Ibiúna,Auxiliar Técnico Em Laboratório De Farmácia,9,2294.2
Americana,Empregado  Doméstico  Nos Serviços Gerais,9,1105.26
Cerquilho,Gerente De Marketing,9,10136.37
Boituva,Instrutor De Cursos Livres,9,2383.3
Pindamonhangaba,Guardador De Veículos,9,1066.66
Boituva,Operador De Máquina Perfuratriz,9,4178.58
Charqueada,Diretor De Instituição Educacional Pública,9,4401.18
Pindamonhangaba,Mestre (Indústria De Madeira E Mobiliário),9,1678.98
Ibiúna,Supervisor De Compras,9,4118.88
Cabreúva,Vigilante,9,3079.74
Pindamonhangaba,"Supervisor De Operação Elétrica (Geração, Transmissão E Distribuição De Energia Elétrica)",9,6278.09
Araçoiaba da Serra,Promotor De Vendas,9,1610.58
Cabreúva,Funileiro Industrial,9,3041.63
Itupeva,Supervisor De Manutenção De Máquinas Operatrizes E De Usinagem,9,10203.77
Pindamonhangaba,Bombeiro Civil,9,7693.36
Ibiúna,Vendedor Pracista,9,2324.77
Itapeva,Operador De Calcinação (Tratamento Químico E Afins),9,2421.15
Ibiúna,Costureiro Na Confecção Em Série,9,1158.82
Itu,Processador De Fumo,9,2961.57
Itapetininga,Técnico Em Atendimento E Vendas,9,1915.07
Itapetininga,Mecânico De Manutenção De Empilhadeiras E Outros Veículos De Cargas Leves,9,3911.62
Charqueada,"Embalador, A Máquina",9,2303.92
Americana,Trabalhador De Fabricação De Sorvete,9,1847.83
Itapeva,Zelador De Edifício,9,1593.02
Araçatuba,Professor De Língua Portuguesa Do Ensino Fundamental,9,3994.42
Itapetininga,Mecânico De Manutenção De Bombas,9,4241.69
Americana,Operador De Passador (Fiação),9,2169.26
Itupeva,Operador De Painel De Controle,9,11466.9
Itapetininga,Chefe De Cozinha,9,1559.56
Araçariguama,Mestre De Usinagem,9,4845.27
Araçatuba,Supervisor De Recepcionistas,9,2695.61
Itu,Auditor (Contadores E Afins),9,8383.97
Itapetininga,Cronoanalista,9,5994.72
Itu,Técnico De Enfermagem Do Trabalho,9,2883.31
Boituva,Nutricionista,9,4330.06
Dourado,Babá,9,1312.19
Ibiúna,Visitador Sanitário,9,3965.6
Itupeva,Chefe De Serviço De Transporte Rodoviário (Passageiros E Cargas),9,3720.99
Itu,Operador De Transporte Multimodal,9,3863.6
Pindamonhangaba,Professor De Física No Ensino Médio,9,1906.11
Araçatuba,Gerente De Produção E Operações Agropecuárias,9,3378
Cerquilho,Educador Social,9,1523.94
Americana,Soldador Elétrico,9,3563.37
Americana,Preparador De Aglomerantes,9,4635.19
Americana,Técnico De Enfermagem Do Trabalho,9,3111.27
Piedade,Copeiro,9,1327.77
Itupeva,Técnico Em Fotônica,9,337.52
Boituva,Trabalhador Da Avicultura De Corte,9,1831.84
Boituva,Costureira De Peças Sob Encomenda,9,1673.18
Boituva,Borracheiro,9,2291.99
Pindamonhangaba,Guincheiro (Construção Civil),9,2163.31
Araçoiaba da Serra,Operador De Máquinas-Ferramenta Convencionais,9,2514.6
Cerquilho,Enfestador De Roupas,9,1653.72
Americana,Técnico Em Laboratório De Farmácia,9,2728.29
Araçatuba,Representante Comercial Autônomo,9,6835.87
Americana,"Operador De Máquina De Usinagem Madeira, Em Geral",9,2352.06
Itapeva,Confeiteiro,9,1639.46
Piedade,Atendente Comercial (Agência Postal),9,2124.97
Araçatuba,Engenheiro Mecânico,9,5137.27
Americana,Tecnólogo Em Segurança Do Trabalho,9,6047.21
Cabreúva,Supervisor De Manutenção Eletromecânica,9,9853.12
Araçoiaba da Serra,Apontador De Produção,9,2663.01
Pindamonhangaba,Cobrador Externo,9,2125.82
Charqueada,Operador De Empilhadeira,9,2648.55
Itapeva,Vigilante,9,1568.55
Pindamonhangaba,Economista Do Setor Público,9,5242.85
Itapetininga,Preparador Físico,9,1883.51
Americana,"Costureiro De Roupas De Couro E Pele, A  Máquina Na  Confecção Em Série",9,1509.56
Americana,"Mecânico De Manutenção De Máquinas Cortadoras De Grama, Roçadeiras, Motosserras E Similares",9,2565.88
Ibiúna,Gerente De Produção E Operações Agropecuárias,9,2510.87
Pindamonhangaba,Supervisor De Telemarketing E Atendimento,9,3439.19
Porto Feliz,Selecionador De Material Reciclável,9,1673.45
Americana,Decorador De Eventos,9,2215.07
Araçariguama,Fiscal De Loja,9,2311.33
Itapetininga,"Operador De Alambique De Funcionamento Contínuo (Produtos Químicos, Exceto Petróleo)",9,2643.76
Americana,Moleiro (Tratamentos Químicos E Afins),9,2286.17
Itapetininga,"Embalador, A Máquina",9,2772.25
Americana,Professor De Geografia No Ensino Médio,9,962.05
Americana,Corretor De Seguros,9,3316.18
Araçatuba,Engenheiro Agrônomo,9,11304.12
Macatuba,Cirurgião Dentista - Clínico Geral,9,6869.35
Araçoiaba da Serra,Escriturário De Banco,9,7004.32
Americana,Montador De Veículos (Reparação),9,2690.03
Itapeva,Operador De Máquina De Secar Celulose,9,2213.91
Itapetininga,Confeccionador De Pneumáticos,9,1855.52
Porto Feliz,Supervisor De Manutenção Eletromecânica,9,11405.97
Itupeva,Operador De Máquina De Envasar Líquidos,9,2724.94
Americana,Revisor De Texto,9,2124.78
Macatuba,Auxiliar De Desenvolvimento Infantil,9,1437.92
Americana,Professor De Sociologia Do Ensino Superior,9,2138.9
Pindamonhangaba,Professor De Biologia No Ensino Médio,9,1318.85
Itupeva,Gerente De Departamento Pessoal,9,6705.08
Araçatuba,Forneiro E Operador (Refino De Metais Não-Ferrosos),9,5104.48
Araçariguama,Confeiteiro,9,2060.64
Itapetininga,Montador De Máquinas,9,1411.64
Americana,Médico Do Trabalho,9,9339.74
Boituva,Agente Funerário,9,2422.01
Araçatuba,Instalador-Reparador De Redes Telefônicas E De Comunicação De Dados,9,1968.92
Araçatuba,Repórter De Mídias Audiovisuais,9,4372.75
Itu,"Lavadeiro, Em Geral",9,1376.92
Itupeva,Professor De Educação Física No Ensino Superior,9,1859.53
Porto Feliz,Gerente De Marketing,9,17547.77
Itupeva,Gerente De Grandes Contas (Corporate),9,14777.45
Itu,Gerente De Instituição Educacional Da Área Privada,9,3465.88
Itu,Chefe De Bar,9,2627.85
Araçatuba,Administrador De Sistemas Operacionais,9,5669.26
Ibiúna,Lavador De Veículos,9,1514.83
Araçatuba,Professor De Jornalismo,9,4096.54
Araçoiaba da Serra,Trabalhador Na Produção De Mudas E Sementes,9,1382.64
Itu,Operador De Guilhotina (Corte De Papel),9,2540.76
Araçoiaba da Serra,Contador,9,4938.84
Araçatuba,Lapidador De Vidros E Cristais,9,2035.79
Araçatuba,Soldador Elétrico,9,1636.45
Araçatuba,Professor De Educação Artística Do Ensino Fundamental,9,2801.71
Dourado,Vigilante,9,1826.11
Piedade,Caixa De Banco,9,2774.87
Itu,Analista De Seguros (Técnico),9,3163.25
Porto Feliz,Analista De Desenvolvimento De Sistemas,9,10495.07
Americana,Esteticista De Animais Domésticos,9,1741.21
Pindamonhangaba,Operador Eletromecânico,9,3010.11
Araçatuba,Mecânico De Manutenção E Instalação De Aparelhos De Climatização E  Refrigeração,9,2182.36
Itapetininga,Diretor De Instituição Educacional Da Área Privada,9,5504.08
Araçatuba,Preparador De Sucata E Aparas,9,1411.7
Itapeva,Gerente De Recursos Humanos,9,4207.44
Porto Feliz,Mestre (Indústria De Automotores E Material De Transportes),9,14057.14
Araçoiaba da Serra,Trabalhador Da Pecuária (Bovinos Leite),9,1700.04
Cabreúva,Agente De Saúde Pública,9,3461.12
Itu,Trabalhador Da Pecuária (Bovinos Leite),9,1961.61
Piedade,Armazenista,9,2513.01
Araçatuba,Inspetor De Serviços De Transportes Rodoviários (Passageiros E Cargas),9,2494.91
Piedade,Assistente Social,9,3815.63
Itapeva,Encarregado De Manutenção Mecânica De Sistemas Operacionais,9,4377.84
Araçoiaba da Serra,Cuidador De Idosos,9,1688.82
Araçatuba,Corretor De Seguros,9,2834.05
Porto Feliz,Confeccionador De Brinquedos De Pano,9,1542.18
Araçoiaba da Serra,Mestre De Caldeiraria,9,5678.72
Porto Feliz,Operador Eletromecânico,9,3766.24
Porto Feliz,Mestre De Fundição,9,7353.39
Araçatuba,"Descarnador De Couros E Peles, À Maquina",9,2535.73
Porto Feliz,Professor De Alunos Com Deficiência Mental,9,4366.6
Cabreúva,Cortador De Pedras,9,2496.32
Araçatuba,Operador De Acabamento (Indústria Gráfica),9,1938.72
Itupeva,Caseiro (Agricultura),9,1857.54
Itapeva,Trabalhador Na Operação De Sistema De Irrigação Por Aspersão (Pivô Central),9,2047.17
Itapeva,Técnico De Planejamento De Produção,9,6933.79
Porto Feliz,Técnico De Obras Civis,9,3001.96
Araçatuba,Cortador De Pedras,9,1582.74
